time,open,high,low,close,volume,close_x
2023-01-03,1213.99,1219.89,1204.93,1214.55,205519.4944,16675.18
2023-01-04,1214.56,1272.6,1212.71,1256.9,457799.6648,16850.36
2023-01-05,1256.91,1259.95,1242.81,1251.24,272805.33,16831.85
2023-01-06,1251.25,1276.7,1236.0,1269.14,342344.2023,16950.65
2023-01-07,1269.13,1271.09,1261.3,1264.07,129474.2884,16943.57
2023-01-08,1264.06,1296.0,1257.77,1290.16,213636.7848,17127.83
2023-01-09,1290.15,1344.91,1285.44,1320.39,581727.6968,17178.26
2023-01-10,1320.4,1347.69,1316.8,1335.62,459660.2307,17440.66
2023-01-11,1335.63,1398.0,1321.04,1389.39,472465.9556,17943.26
2023-01-12,1389.4,1438.0,1361.92,1415.92,877712.4492,18846.62
2023-01-13,1415.91,1464.0,1401.03,1451.2,499377.8649,19930.01
2023-01-14,1451.21,1599.98,1449.14,1549.9,940691.7774,20954.92
2023-01-15,1549.91,1566.66,1516.03,1552.52,387832.7138,20871.5
2023-01-16,1552.52,1604.5,1521.31,1576.94,574622.8953,21185.65
2023-01-17,1576.94,1609.0,1541.15,1565.57,506771.7219,21134.81
2023-01-18,1565.56,1610.0,1501.39,1511.43,752534.8857,20677.47
2023-01-19,1511.44,1564.43,1509.15,1551.09,308679.4645,21071.59
2023-01-20,1551.09,1669.9,1542.02,1658.52,440570.9974,22667.21
2023-01-21,1658.53,1679.26,1616.21,1626.66,494248.6009,22783.55
2023-01-22,1626.65,1663.89,1604.0,1627.44,431729.6909,22707.88
2023-01-23,1627.43,1648.09,1585.29,1626.29,407267.1156,22916.45
2023-01-24,1626.28,1641.46,1535.0,1555.97,462275.3243,22632.89
2023-01-25,1555.97,1641.0,1518.0,1611.94,646474.9166,23060.94
2023-01-26,1611.95,1632.84,1577.43,1601.09,532777.8466,23009.65
2023-01-27,1601.08,1621.0,1552.54,1597.62,512093.3875,23074.16
2023-01-28,1597.61,1606.83,1555.99,1572.1,313675.6574,23022.6
2023-01-29,1572.1,1660.0,1566.33,1644.72,551767.9134,23742.3
2023-01-30,1644.73,1647.53,1535.0,1566.2,595055.3281,22826.15
2023-01-31,1566.21,1605.18,1561.63,1585.33,348856.6751,23125.13
2023-02-01,1585.32,1647.77,1555.18,1641.68,474617.1709,23732.66
2023-02-02,1641.67,1714.68,1626.85,1643.12,629188.8874,23488.94
2023-02-03,1643.12,1676.0,1625.93,1663.52,464815.032,23431.9
2023-02-04,1663.52,1695.29,1645.43,1666.38,308227.1295,23326.84
2023-02-05,1666.39,1673.81,1609.3,1629.02,413579.6748,22932.91
2023-02-06,1629.01,1658.56,1605.01,1614.29,384119.4197,22762.52
2023-02-07,1614.28,1678.37,1613.14,1671.03,451922.4,23240.46
2023-02-08,1671.03,1697.91,1630.47,1650.43,417966.2539,22963.0
2023-02-09,1650.42,1656.17,1524.4,1545.35,658011.6964,21796.35
2023-02-10,1545.35,1555.01,1490.0,1513.06,484654.2199,21625.19
2023-02-11,1513.05,1543.0,1505.0,1538.51,289691.5708,21862.55
2023-02-12,1538.5,1548.02,1493.08,1514.83,286758.374,21783.54
2023-02-13,1514.82,1526.1,1461.93,1505.24,643152.3904,21773.97
2023-02-14,1505.25,1569.0,1482.66,1555.71,668964.3768,22199.84
2023-02-15,1555.7,1680.0,1542.55,1674.92,581207.8586,24324.05
2023-02-16,1674.92,1742.97,1633.72,1637.84,832723.6731,23517.72
2023-02-17,1637.83,1722.0,1630.51,1693.87,579934.663,24569.97
2023-02-18,1693.81,1713.13,1679.77,1691.62,267305.7813,24631.95
2023-02-19,1691.62,1726.59,1666.14,1679.75,401023.0477,24271.76
2023-02-20,1679.74,1719.89,1650.56,1703.27,451314.8335,24842.2
2023-02-21,1703.27,1716.66,1636.3,1659.76,520354.4688,24452.16
2023-02-22,1659.77,1666.95,1595.07,1643.14,528875.4809,24182.21
2023-02-23,1643.15,1679.0,1628.75,1650.53,501305.9717,23940.2
2023-02-24,1650.52,1664.66,1575.64,1607.8,512515.4982,23185.29
2023-02-25,1607.8,1608.98,1557.33,1594.58,290188.0391,23157.07
2023-02-26,1594.58,1651.26,1587.76,1641.36,308607.9941,23554.85
2023-02-27,1641.37,1665.22,1608.0,1633.45,431861.4129,23492.09
2023-02-28,1633.45,1647.52,1596.66,1605.23,393523.1647,23141.57
2023-03-01,1605.24,1669.72,1595.0,1665.22,474456.8235,23628.97
2023-03-02,1665.23,1677.86,1619.18,1647.86,423023.8082,23465.32
2023-03-03,1647.86,1649.25,1544.39,1569.45,742816.5976,22354.34
2023-03-04,1569.45,1577.53,1549.12,1566.73,237640.2606,22346.57
2023-03-05,1566.74,1588.77,1553.05,1564.58,299240.7415,22430.24
2023-03-06,1564.57,1583.49,1554.44,1565.84,307709.3011,22410.0
2023-03-07,1565.84,1584.49,1536.14,1561.96,437947.9032,22197.96
2023-03-08,1561.95,1570.89,1523.61,1532.38,460101.7658,21705.44
2023-03-09,1532.38,1546.45,1408.0,1437.32,718485.1364,20362.22
2023-03-10,1437.32,1439.43,1368.39,1426.44,960262.4509,20150.69
2023-03-11,1426.43,1478.07,1408.4,1471.97,1374859.6201,20455.73
2023-03-12,1471.93,1594.19,1448.3,1580.33,1002355.0929,21997.11
2023-03-13,1580.33,1693.49,1565.0,1673.45,1228063.6053,24113.48
2023-03-14,1673.44,1780.02,1655.24,1699.4,1283321.2355,24670.41
2023-03-15,1699.41,1716.9,1611.0,1649.96,963142.4833,24285.66
2023-03-16,1649.95,1691.42,1632.18,1673.73,627985.6119,24998.78
2023-03-17,1673.73,1800.0,1662.65,1789.27,907528.2825,27395.13
2023-03-18,1789.26,1841.0,1747.47,1758.84,711614.731,26907.49
2023-03-19,1758.84,1841.36,1757.92,1780.68,541131.8908,27972.87
2023-03-20,1780.67,1803.05,1722.0,1732.78,682848.1248,27717.01
2023-03-21,1732.77,1835.0,1717.01,1801.23,742348.4999,28105.47
2023-03-22,1801.23,1819.98,1710.12,1734.33,891287.6009,27250.97
2023-03-23,1734.34,1857.16,1729.35,1813.79,732061.103,28295.41
2023-03-24,1813.78,1818.99,1726.4,1749.57,564770.1417,27454.47
2023-03-25,1749.57,1763.23,1713.09,1741.88,355679.3743,27462.95
2023-03-26,1741.88,1801.0,1739.31,1773.88,354933.2372,27968.05
2023-03-27,1773.88,1780.48,1686.13,1715.22,570563.5023,27124.91
2023-03-28,1715.21,1795.73,1701.13,1772.99,536511.3973,27261.07
2023-03-29,1773.0,1827.99,1772.48,1793.07,536865.5972,28348.6
2023-03-30,1793.06,1829.69,1763.0,1793.61,579690.0394,28028.53
2023-03-31,1793.6,1847.28,1777.91,1821.52,554525.4762,28465.36
2023-04-01,1821.52,1842.83,1807.81,1820.79,272904.9674,28452.73
2023-04-02,1820.8,1824.81,1771.7,1794.51,322122.9385,28171.87
2023-04-03,1794.51,1839.99,1762.77,1810.51,628503.6619,27800.0
2023-04-04,1810.51,1891.91,1802.01,1870.37,622208.6411,28165.47
2023-04-05,1870.38,1942.98,1864.58,1908.69,548595.5155,28170.01
2023-04-06,1908.68,1909.91,1853.7,1872.41,396241.4352,28033.82
2023-04-07,1872.41,1882.61,1841.46,1863.72,284256.4873,27906.33
2023-04-08,1863.73,1879.38,1847.0,1848.82,197905.5407,27938.38
2023-04-09,1848.82,1873.99,1824.01,1858.92,287131.3079,28323.76
2023-04-10,1858.91,1918.79,1846.4,1910.2,434739.7984,29637.34
2023-04-11,1910.21,1937.37,1881.11,1889.86,405203.4892,30200.42
2023-04-12,1889.86,1933.0,1852.65,1917.39,630844.4186,29888.07
2023-04-13,1917.4,2023.0,1899.55,2012.01,676164.5188,30373.84
2023-04-14,2012.0,2128.76,2009.22,2099.99,896307.3934,30466.93
2023-04-15,2099.99,2111.85,2071.13,2090.6,321823.7851,30295.09
2023-04-16,2090.61,2141.54,2072.72,2118.67,319880.4393,30304.65
2023-04-17,2118.66,2120.51,2056.25,2074.0,426972.7071,29430.27
2023-04-18,2073.99,2125.0,2051.0,2103.5,414244.6135,30380.01
2023-04-19,2103.51,2104.6,1923.03,1933.73,775389.0602,28797.1
2023-04-20,1933.74,1982.99,1914.43,1942.98,625336.2495,28243.65
2023-04-21,1942.98,1957.27,1825.0,1848.78,688876.6186,27262.84
2023-04-22,1848.77,1887.31,1841.64,1874.16,331007.5879,27816.85
2023-04-23,1874.17,1882.01,1836.37,1862.0,344514.3444,27590.6
2023-04-24,1862.01,1890.0,1806.0,1841.84,447864.0517,27510.93
2023-04-25,1841.84,1877.86,1801.66,1866.1,457870.6047,28300.79
2023-04-26,1866.1,1964.72,1785.0,1866.01,897709.7298,28415.29
2023-04-27,1866.01,1940.96,1861.19,1908.68,727472.9466,29472.77
2023-04-28,1908.68,1923.88,1873.94,1890.94,387630.7791,29311.7
2023-04-29,1890.93,1918.0,1883.05,1907.8,182046.1406,29230.45
2023-04-30,1907.79,1939.0,1866.16,1870.09,355336.4888,29233.21
2023-05-01,1870.08,1886.49,1806.12,1830.73,445519.1779,28068.26
2023-05-02,1830.73,1881.87,1822.94,1870.08,373753.2027,28669.86
2023-05-03,1870.09,1916.52,1842.64,1905.12,465185.2501,29026.16
2023-05-04,1905.12,1918.26,1866.71,1877.07,354528.6144,28838.16
2023-05-05,1877.07,1998.36,1875.65,1993.3,546608.875,29505.61
2023-05-06,1993.3,2019.0,1860.0,1896.33,608106.9915,28848.2
2023-05-07,1896.33,1933.33,1867.59,1870.4,413268.8357,28430.1
2023-05-08,1870.41,1883.97,1810.73,1847.56,625316.6168,27668.79
2023-05-09,1847.55,1861.88,1830.99,1846.52,304396.186,27628.27
2023-05-10,1846.53,1887.47,1790.51,1840.84,639933.3855,27598.75
2023-05-11,1840.83,1842.02,1772.68,1794.3,522096.0725,26968.62
2023-05-12,1794.31,1818.63,1740.0,1807.45,565539.8309,26795.01
2023-05-13,1807.45,1817.03,1785.23,1795.11,212895.4373,26775.28
2023-05-14,1795.12,1824.0,1789.82,1799.21,218101.0977,26917.62
2023-05-15,1799.2,1846.7,1785.05,1816.2,388171.9261,27162.14
2023-05-16,1816.21,1827.18,1796.2,1814.26,161290.6349,27055.58
